"Name","API Name","Instance Memory","vCPUs","GPUs","Instance Storage","Network Performance","On Demand","Linux Reserved cost","Linux Spot Minimum cost","Windows On Demand cost","Windows Reserved cost"
"X2IEDN Eight Extra Large","x2iedn.8xlarge","1024.0 GiB","32 vCPUs","0","950 GB                 NVMe SSD","25 Gigabit","$6.6690 hourly","$4.1034 hourly","$1.6820 hourly","$8.1410 hourly","$5.5754 hourly"
"X1E Eight Extra Large","x1e.8xlarge","976.0 GiB","32 vCPUs","0","960 GB                 SSD","Up to 10 Gigabit","$6.6720 hourly","$4.1120 hourly","$2.1703 hourly","$8.1440 hourly","$5.5840 hourly"
"X2IEZN Eight Extra Large","x2iezn.8xlarge","1024.0 GiB","32 vCPUs","0","EBS only","75 Gigabit","$6.6720 hourly","$4.1076 hourly","$2.1352 hourly","$8.1440 hourly","$5.5796 hourly"
"G6 Graphics and Machine Learning GPU 24xlarge","g6.24xlarge","384.0 GiB","96 vCPUs","4","3760 GB                 (4 * 940 GB NVMe SSD)","50 Gigabit","$6.6752 hourly","$4.3456 hourly","$2.2744 hourly","$11.0912 hourly","$8.7616 hourly"
"M6IN 24xlarge","m6in.24xlarge","384.0 GiB","96 vCPUs","0","EBS only","150 Gigabit","$6.6830 hourly","$4.2103 hourly","$3.0444 hourly","$11.0990 hourly","$8.6263 hourly"
"I2 Eight Extra Large","i2.8xlarge","244.0 GiB","32 vCPUs","0","6400 GB                 (8 * 800 GB SSD)","10 Gigabit","$6.8200 hourly","$3.3920 hourly","$0.6820 hourly","$7.7820 hourly","$4.5210 hourly"
"R5D 24xlarge","r5d.24xlarge","768.0 GiB","96 vCPUs","0","3600 GB                 (4 * 900 GB NVMe SSD)","25 Gigabit","$6.9120 hourly","$4.3550 hourly","$1.9853 hourly","$11.3280 hourly","$8.7710 hourly"
"R5D Metal","r5d.metal","768.0 GiB","96 vCPUs","0","3600 GB                 (4 * 900 GB NVMe SSD)","25 Gigabit","$6.9120 hourly","$4.3550 hourly","$1.6728 hourly","$11.3280 hourly","$8.7710 hourly"
"R5N Metal","r5n.metal","768.0 GiB","96 vCPUs","0","EBS only","100 Gigabit","$7.1520 hourly","$4.5060 hourly","$0.7152 hourly","$11.5680 hourly","$8.9220 hourly"
"R5B Metal","r5b.metal","768.0 GiB","96 vCPUs","0","EBS only","25 Gigabit","$7.1520 hourly","$4.5058 hourly","$1.4907 hourly","$11.5680 hourly","$8.9218 hourly"
"R5N 24xlarge","r5n.24xlarge","768.0 GiB","96 vCPUs","0","EBS only","100 Gigabit","$7.1520 hourly","$4.5060 hourly","$1.9421 hourly","$11.5680 hourly","$8.9220 hourly"
"R5B 24xlarge","r5b.24xlarge","768.0 GiB","96 vCPUs","0","EBS only","25 Gigabit","$7.1520 hourly","$4.5058 hourly","$3.8353 hourly","$11.5680 hourly","$8.9218 hourly"
"P2 General Purpose GPU Eight Extra Large","p2.8xlarge","488.0 GiB","32 vCPUs","4","EBS only","10 Gigabit","$7.2000 hourly","unavailable","$1.3512 hourly","$8.6720 hourly","unavailable"
"C6IN Metal","c6in.metal","256.0 GiB","128 vCPUs","0","EBS only","200 Gigabit","$7.2576 hourly","$4.5723 hourly","$0.7258 hourly","$13.1456 hourly","$10.4603 hourly"
"R6ID 24xlarge","r6id.24xlarge","768.0 GiB","96 vCPUs","0","5700 GB                 (4 * 1425 GB NVMe SSD)","37.5 Gigabit","$7.2576 hourly","$4.5612 hourly","$2.1342 hourly","$11.6736 hourly","$8.9772 hourly"
"R6A 32xlarge","r6a.32xlarge","1024.0 GiB","128 vCPUs","0","EBS only","50 Gigabit","$7.2576 hourly","$4.8009 hourly","$0.7796 hourly","$13.1456 hourly","$10.6889 hourly"
"C6IN 32xlarge","c6in.32xlarge","256.0 GiB","128 vCPUs","0","EBS only","200 Gigabit","$7.2576 hourly","$4.5723 hourly","$1.8118 hourly","$13.1456 hourly","$10.4603 hourly"
"R7A 24xlarge","r7a.24xlarge","768.0 GiB","96 vCPUs","0","EBS only","37.5 Gigabit","$7.3032 hourly","$4.8311 hourly","$1.3800 hourly","$11.7192 hourly","$9.2471 hourly"
"C6A 48xlarge","c6a.48xlarge","384.0 GiB","192 vCPUs","0","EBS only","50 Gigabit","$7.3440 hourly","$4.8581 hourly","$1.9502 hourly","$16.1760 hourly","$13.6901 hourly"
"C6A Metal","c6a.metal","384.0 GiB","192 vCPUs","0","EBS only","50 Gigabit","$7.3440 hourly","$4.8581 hourly","$1.2886 hourly","$16.1760 hourly","$13.6901 hourly"
"M7A 32xlarge","m7a.32xlarge","512.0 GiB","128 vCPUs","0","EBS only","50 Gigabit","$7.4189 hourly","$4.9076 hourly","$1.8636 hourly","$13.3069 hourly","$10.7956 hourly"
"G6e Graphics and Machine Learning GPU 16xlarge","g6e.16xlarge","512.0 GiB","64 vCPUs","1","1900 GB                 (2 * 950 GB NVMe SSD)","35 Gigabit","$7.5772 hourly","$4.7736 hourly","$2.1774 hourly","$10.5212 hourly","$7.7176 hourly"
"M6ID 32xlarge","m6id.32xlarge","512.0 GiB","128 vCPUs","0","7600 GB                 (4 * 1900 GB NVMe SSD)","50 Gigabit","$7.5936 hourly","$4.7840 hourly","$1.9756 hourly","$13.4816 hourly","$10.6720 hourly"
"M6ID Metal","m6id.metal","512.0 GiB","128 vCPUs","0","7600 GB                 (4 * 1900 GB NVMe SSD)","50 Gigabit","$7.5936 hourly","$4.7840 hourly","$1.8814 hourly","$13.4816 hourly","$10.6720 hourly"
"M6IDN 24xlarge","m6idn.24xlarge","384.0 GiB","96 vCPUs","0","5700 GB                 (4 * 1425 GB NVMe SSD)","150 Gigabit","$7.6378 hourly","$4.8118 hourly","$2.8742 hourly","$12.0538 hourly","$9.2278 hourly"
"C8G Metal-48xl","c8g.metal-48xl","384.0 GiB","192 vCPUs","0","EBS only","50 Gigabit","$7.6570 hourly","$5.0457 hourly","$0.7657 hourly","unavailable","unavailable"
"C8G 48xlarge","c8g.48xlarge","384.0 GiB","192 vCPUs","0","EBS only","50 Gigabit","$7.6570 hourly","$5.0457 hourly","$1.9108 hourly","unavailable","unavailable"
"G4DN Metal","g4dn.metal","384.0 GiB","96 vCPUs","8","1800 GB                 (2 * 900 GB NVMe SSD)","100 Gigabit","$7.8240 hourly","$4.9290 hourly","$3.1529 hourly","$12.2400 hourly","$9.3450 hourly"
"R5DN 24xlarge","r5dn.24xlarge","768.0 GiB","96 vCPUs","0","3600 GB                 (4 * 900 GB NVMe SSD)","100 Gigabit","$8.0160 hourly","$5.0500 hourly","$2.4094 hourly","$12.4320 hourly","$9.4660 hourly"
"R5DN Metal","r5dn.metal","768.0 GiB","96 vCPUs","0","3600 GB                 (4 * 900 GB NVMe SSD)","100 Gigabit","$8.0160 hourly","$5.0500 hourly","$0.8657 hourly","$12.4320 hourly","$9.4660 hourly"
"R6I Metal","r6i.metal","1024.0 GiB","128 vCPUs","0","EBS only","50 Gigabit","$8.0640 hourly","$5.3343 hourly","$1.5343 hourly","$13.9520 hourly","$11.2223 hourly"
"R6I 32xlarge","r6i.32xlarge","1024.0 GiB","128 vCPUs","0","EBS only","50 Gigabit","$8.0640 hourly","$5.3343 hourly","$1.5586 hourly","$13.9520 hourly","$11.2223 hourly"
"G5 Graphics and Machine Learning GPU 24xlarge","g5.24xlarge","384.0 GiB","96 vCPUs","4","3800 GB                 NVMe SSD","50 Gigabit","$8.1440 hourly","$5.1307 hourly","$3.1422 hourly","$12.5600 hourly","$9.5467 hourly"
"I4I 24xlarge","i4i.24xlarge","768.0 GiB","96 vCPUs","0","22500 GB                 (6 * 3750 GB NVMe SSD)","56.25 Gigabit","$8.2368 hourly","$5.3449 hourly","$1.3793 hourly","$12.6528 hourly","$9.7609 hourly"
"I8G 24xlarge","i8g.24xlarge","768.0 GiB","96 vCPUs","0","22500 GB                 (6 * 3750 GB NVMe SSD)","Up to 56.25 Gigabit","$8.2368 hourly","unavailable","$1.3997 hourly","unavailable","unavailable"
"I8G Metal-24xl","i8g.metal-24xl","768.0 GiB","96 vCPUs","0","22500 GB                 (6 * 3750 GB NVMe SSD)","Up to 56.25 Gigabit","$8.2368 hourly","unavailable","$0.8237 hourly","unavailable","unavailable"
"M6A 48xlarge","m6a.48xlarge","768.0 GiB","192 vCPUs","0","EBS only","50 Gigabit","$8.2944 hourly","$5.4867 hourly","$1.6439 hourly","$17.1264 hourly","$14.3187 hourly"
"M6A Metal","m6a.metal","768.0 GiB","192 vCPUs","0","EBS only","50 Gigabit","$8.2944 hourly","$5.4867 hourly","$2.0304 hourly","$17.1264 hourly","$14.3187 hourly"
"R6IN 24xlarge","r6in.24xlarge","768.0 GiB","96 vCPUs","0","EBS only","150 Gigabit","$8.3678 hourly","$5.2717 hourly","$1.9050 hourly","$12.7838 hourly","$9.6877 hourly"
"C7I 48xlarge","c7i.48xlarge","384.0 GiB","192 vCPUs","0","EBS only","50 Gigabit","$8.5680 hourly","$5.6677 hourly","$2.3710 hourly","$17.4000 hourly","$14.4997 hourly"
"C7I Metal-48xl","c7i.metal-48xl","384.0 GiB","192 vCPUs","0","EBS only","50 Gigabit","$8.5680 hourly","$5.6677 hourly","$0.9784 hourly","$17.4000 hourly","$14.4997 hourly"
"M8G Metal-48xl","m8g.metal-48xl","768.0 GiB","192 vCPUs","0","EBS only","50 Gigabit","$8.6170 hourly","$5.7001 hourly","$1.3151 hourly","unavailable","unavailable"
"M8G 48xlarge","m8g.48xlarge","768.0 GiB","192 vCPUs","0","EBS only","50 Gigabit","$8.6170 hourly","$5.7001 hourly","$1.9248 hourly","unavailable","unavailable"
"M6IN Metal","m6in.metal","512.0 GiB","128 vCPUs","0","EBS only","200 Gigabit","$8.9107 hourly","$5.6137 hourly","$2.4906 hourly","$14.7987 hourly","$11.5017 hourly"
"M6IN 32xlarge","m6in.32xlarge","512.0 GiB","128 vCPUs","0","EBS only","200 Gigabit","$8.9107 hourly","$5.6137 hourly","$3.0273 hourly","$14.7987 hourly","$11.5017 hourly"
"I7IE 18xlarge","i7ie.18xlarge","576.0 GiB","72 vCPUs","0","45000 GB                 (6 * 7500 GB NVMe SSD)","Up to 75 Gigabit","$9.3564 hourly","unavailable","$2.7003 hourly","$12.6684 hourly","unavailable"
"R6IDN 24xlarge","r6idn.24xlarge","768.0 GiB","96 vCPUs","0","5700 GB                 (4 * 1425 GB NVMe SSD)","150 Gigabit","$9.3787 hourly","$5.9086 hourly","$2.5032 hourly","$13.7947 hourly","$10.3246 hourly"
"X8G Metal-24xl","x8g.metal-24xl","1536.0 GiB","96 vCPUs","0","EBS only","40 Gigabit","$9.3792 hourly","$5.7799 hourly","$1.1791 hourly","unavailable","unavailable"
"X8G 24xlarge","x8g.24xlarge","1536.0 GiB","96 vCPUs","0","EBS only","40 Gigabit","$9.3792 hourly","$5.7799 hourly","$2.1643 hourly","unavailable","unavailable"
"R6ID 32xlarge","r6id.32xlarge","1024.0 GiB","128 vCPUs","0","7600 GB                 (4 * 1900 GB NVMe SSD)","50 Gigabit","$9.6768 hourly","$6.0816 hourly","$2.5654 hourly","$15.5648 hourly","$11.9696 hourly"
"R6ID Metal","r6id.metal","1024.0 GiB","128 vCPUs","0","7600 GB                 (4 * 1900 GB NVMe SSD)","50 Gigabit","$9.6768 hourly","$6.0816 hourly","$2.7383 hourly","$15.5648 hourly","$11.9696 hourly"
"M7I Metal-48xl","m7i.metal-48xl","768.0 GiB","192 vCPUs","0","EBS only","50 Gigabit","$9.6768 hourly","$6.4012 hourly","$0.9677 hourly","$18.5088 hourly","$15.2332 hourly"
"M7I 48xlarge","m7i.48xlarge","768.0 GiB","192 vCPUs","0","EBS only","50 Gigabit","$9.6768 hourly","$6.4012 hourly","$2.5324 hourly","$18.5088 hourly","$15.2332 hourly"
"R7A 32xlarge","r7a.32xlarge","1024.0 GiB","128 vCPUs","0","EBS only","50 Gigabit","$9.7376 hourly","$6.4414 hourly","$1.0622 hourly","$15.6256 hourly","$12.3294 hourly"
"C7A Metal-48xl","c7a.metal-48xl","384.0 GiB","192 vCPUs","0","EBS only","50 Gigabit","$9.8534 hourly","$6.5180 hourly","$1.9227 hourly","$18.6854 hourly","$15.3500 hourly"
"C7A 48xlarge","c7a.48xlarge","384.0 GiB","192 vCPUs","0","EBS only","50 Gigabit","$9.8534 hourly","$6.5180 hourly","$2.4636 hourly","$18.6854 hourly","$15.3500 hourly"
"X2IDN 24xlarge","x2idn.24xlarge","1536.0 GiB","96 vCPUs","0","2850 GB                 (2 * 1425 GB NVMe SSD)","75 Gigabit","$10.0035 hourly","$6.1551 hourly","$1.7276 hourly","$14.4195 hourly","$10.5711 hourly"
"X2IEZN 12xlarge","x2iezn.12xlarge","1536.0 GiB","48 vCPUs","0","EBS only","100 Gigabit","$10.0080 hourly","$6.1614 hourly","$2.5613 hourly","$12.2160 hourly","$8.3694 hourly"
"X2IEZN Metal","x2iezn.metal","1536.0 GiB","48 vCPUs","0","EBS only","100 Gigabit","$10.0080 hourly","$6.1614 hourly","$1.0008 hourly","$12.2160 hourly","$8.3694 hourly"
"M6IDN Metal","m6idn.metal","512.0 GiB","128 vCPUs","0","7600 GB                 (4 * 1900 GB NVMe SSD)","200 Gigabit","$10.1837 hourly","$6.4157 hourly","$1.0575 hourly","$16.0717 hourly","$12.3037 hourly"
"M6IDN 32xlarge","m6idn.32xlarge","512.0 GiB","128 vCPUs","0","7600 GB                 (4 * 1900 GB NVMe SSD)","200 Gigabit","$10.1837 hourly","$6.4157 hourly","$3.8268 hourly","$16.0717 hourly","$12.3037 hourly"
"G6e Graphics and Machine Learning GPU 12xlarge","g6e.12xlarge","384.0 GiB","48 vCPUs","4","3800 GB                 (2 * 1900 GB NVMe SSD)","100 Gigabit","$10.4926 hourly","$6.6104 hourly","$3.9346 hourly","$12.7006 hourly","$8.8184 hourly"
"I3EN 24xlarge","i3en.24xlarge","768.0 GiB","96 vCPUs","0","60000 GB                 (8 * 7500 GB NVMe SSD)","100 Gigabit","$10.8480 hourly","$7.3880 hourly","$2.1267 hourly","$15.2640 hourly","$11.8040 hourly"
"I3EN Metal","i3en.metal","768.0 GiB","96 vCPUs","0","60000 GB                 (8 * 7500 GB NVMe SSD)","100 Gigabit","$10.8480 hourly","$7.3880 hourly","$1.0848 hourly","$15.2640 hourly","$11.8040 hourly"
"R6A 48xlarge","r6a.48xlarge","1536.0 GiB","192 vCPUs","0","EBS only","50 Gigabit","$10.8864 hourly","$7.2013 hourly","$2.4430 hourly","$19.7184 hourly","$16.0333 hourly"
"R6A Metal","r6a.metal","1536.0 GiB","192 vCPUs","0","EBS only","50 Gigabit","$10.8864 hourly","$7.2013 hourly","$2.3322 hourly","$19.7184 hourly","$16.0333 hourly"
"I4I Metal","i4i.metal","1024.0 GiB","128 vCPUs","0","30000 GB                 (8 * 3750 GB NVMe SSD)","75 Gigabit","$10.9820 hourly","$7.1270 hourly","$1.0982 hourly","$16.8700 hourly","$13.0150 hourly"
"I4I 32xlarge","i4i.32xlarge","1024.0 GiB","128 vCPUs","0","30000 GB                 (8 * 3750 GB NVMe SSD)","75 Gigabit","$10.9824 hourly","$7.1266 hourly","$2.6808 hourly","$16.8704 hourly","$13.0146 hourly"
"M7A 48xlarge","m7a.48xlarge","768.0 GiB","192 vCPUs","0","EBS only","50 Gigabit","$11.1283 hourly","$7.3614 hourly","$2.3363 hourly","$19.9603 hourly","$16.1934 hourly"
"M7A Metal-48xl","m7a.metal-48xl","768.0 GiB","192 vCPUs","0","EBS only","50 Gigabit","$11.1283 hourly","$7.3614 hourly","$2.0360 hourly","$19.9603 hourly","$16.1934 hourly"
"R6IN Metal","r6in.metal","1024.0 GiB","128 vCPUs","0","EBS only","200 Gigabit","$11.1571 hourly","$7.0290 hourly","$1.3745 hourly","$17.0451 hourly","$12.9170 hourly"
"R6IN 32xlarge","r6in.32xlarge","1024.0 GiB","128 vCPUs","0","EBS only","200 Gigabit","$11.1571 hourly","$7.0290 hourly","$1.3812 hourly","$17.0451 hourly","$12.9170 hourly"
"R8G Metal-48xl","r8g.metal-48xl","1536.0 GiB","192 vCPUs","0","EBS only","50 Gigabit","$11.3107 hourly","$7.4820 hourly","$1.1311 hourly","unavailable","unavailable"
"R8G 48xlarge","r8g.48xlarge","1536.0 GiB","192 vCPUs","0","EBS only","50 Gigabit","$11.3107 hourly","$7.4820 hourly","$2.4380 hourly","unavailable","unavailable"
"R7IZ 32xlarge","r7iz.32xlarge","1024.0 GiB","128 vCPUs","0","EBS only","50 Gigabit","$11.9040 hourly","$7.4995 hourly","$2.2144 hourly","$17.7920 hourly","$13.3875 hourly"
"R7IZ Metal-32xl","r7iz.metal-32xl","1024.0 GiB","128 vCPUs","0","EBS only","50 Gigabit","$11.9040 hourly","$7.4995 hourly","$1.5914 hourly","$17.7920 hourly","$13.3875 hourly"
"P3 High Performance GPU Eight Extra Large","p3.8xlarge","244.0 GiB","32 vCPUs","4","EBS only","10 Gigabit","$12.2400 hourly","unavailable","$1.2240 hourly","$13.7120 hourly","unavailable"
"I7IE 24xlarge","i7ie.24xlarge","768.0 GiB","96 vCPUs","0","60000 GB                 (8 * 7500 GB NVMe SSD)","Up to 100 Gigabit","$12.4752 hourly","unavailable","$3.5333 hourly","$16.8912 hourly","unavailable"
"R6IDN Metal","r6idn.metal","1024.0 GiB","128 vCPUs","0","7600 GB                 (4 * 1900 GB NVMe SSD)","200 Gigabit","$12.5050 hourly","$7.8781 hourly","$1.8090 hourly","$18.3930 hourly","$13.7661 hourly"
"R6IDN 32xlarge","r6idn.32xlarge","1024.0 GiB","128 vCPUs","0","7600 GB                 (4 * 1900 GB NVMe SSD)","200 Gigabit","$12.5050 hourly","$7.8781 hourly","$1.2505 hourly","$18.3930 hourly","$13.7661 hourly"
"R7I 48xlarge","r7i.48xlarge","1536.0 GiB","192 vCPUs","0","EBS only","50 Gigabit","$12.7008 hourly","$8.4016 hourly","$4.9905 hourly","$21.5328 hourly","$17.2336 hourly"
"R7I Metal-48xl","r7i.metal-48xl","1536.0 GiB","192 vCPUs","0","EBS only","50 Gigabit","$12.7008 hourly","$8.4016 hourly","$1.2701 hourly","$21.5328 hourly","$17.2336 hourly"
"INF2 48xlarge","inf2.48xlarge","768.0 GiB","192 vCPUs","12","EBS only","100 Gigabit","$12.9813 hourly","$8.1782 hourly","$1.2981 hourly","unavailable","unavailable"
"DL1 24xlarge","dl1.24xlarge","768.0 GiB","96 vCPUs","0","4000 GB                 (4 * 1000 GB NVMe SSD)","4x 100 Gigabit","$13.1090 hourly","$8.2587 hourly","$1.9206 hourly","unavailable","unavailable"
"F1 16xlarge","f1.16xlarge","976.0 GiB","64 vCPUs","0","3760 GB                 (4 * 940 GB NVMe SSD)","25 Gigabit","$13.2000 hourly","unavailable","$1.3200 hourly","unavailable","unavailable"
"X2IDN Metal","x2idn.metal","2048.0 GiB","128 vCPUs","0","3800 GB                 (2 * 1900 GB NVMe SSD)","100 Gigabit","$13.3380 hourly","$8.2069 hourly","$2.4820 hourly","$19.2260 hourly","$14.0949 hourly"
"X2IEDN 16xlarge","x2iedn.16xlarge","2048.0 GiB","64 vCPUs","0","1900 GB                 NVMe SSD","50 Gigabit","$13.3380 hourly","$8.2069 hourly","$2.9861 hourly","$16.2820 hourly","$11.1509 hourly"
"X1 Extra High-Memory 32xlarge","x1.32xlarge","1952.0 GiB","128 vCPUs","0","3840 GB                 (2 * 1920 GB SSD)","25 Gigabit","$13.3380 hourly","$8.2190 hourly","$1.4577 hourly","$19.2260 hourly","$14.1070 hourly"
"X2IDN 32xlarge","x2idn.32xlarge","2048.0 GiB","128 vCPUs","0","3800 GB                 (2 * 1900 GB NVMe SSD)","100 Gigabit","$13.3380 hourly","$8.2069 hourly","$1.9519 hourly","$19.2260 hourly","$14.0949 hourly"
"X1E 16xlarge","x1e.16xlarge","1952.0 GiB","64 vCPUs","0","1920 GB                 SSD","10 Gigabit","$13.3440 hourly","$8.2230 hourly","$1.3344 hourly","$16.2880 hourly","$11.1670 hourly"
"G6 Graphics and Machine Learning GPU 48xlarge","g6.48xlarge","768.0 GiB","192 vCPUs","8","7520 GB                 (8 * 940 GB NVMe SSD)","100 Gigabit","$13.3504 hourly","$8.6911 hourly","$2.9879 hourly","$22.1824 hourly","$17.5231 hourly"
"P2 General Purpose GPU 16xlarge","p2.16xlarge","732.0 GiB","64 vCPUs","8","EBS only","20 Gigabit","$14.4000 hourly","unavailable","$4.2349 hourly","$17.3440 hourly","unavailable"
"R7A 48xlarge","r7a.48xlarge","1536.0 GiB","192 vCPUs","0","EBS only","50 Gigabit","$14.6064 hourly","$9.6621 hourly","$3.4099 hourly","$23.4384 hourly","$18.4941 hourly"
"R7A Metal-48xl","r7a.metal-48xl","1536.0 GiB","192 vCPUs","0","EBS only","50 Gigabit","$14.6064 hourly","$9.6621 hourly","$3.9477 hourly","$23.4384 hourly","$18.4941 hourly"
"G6e Graphics and Machine Learning GPU 24xlarge","g6e.24xlarge","768.0 GiB","96 vCPUs","4","3800 GB                 (2 * 1900 GB NVMe SSD)","200 Gigabit","$15.0656 hourly","$9.4913 hourly","$4.2240 hourly","$19.4816 hourly","$13.9073 hourly"
"F2 48xlarge","f2.48xlarge","2048.0 GiB","192 vCPUs","0","7520 GB                 (8 * 940 GB NVMe SSD)","100 Gigabit","$15.8400 hourly","unavailable","$1.9524 hourly","unavailable","unavailable"
"G5 Graphics and Machine Learning GPU 48xlarge","g5.48xlarge","768.0 GiB","192 vCPUs","8","7600 GB                 (2 * 3800 GB NVMe SSD)","100 Gigabit","$16.2880 hourly","$10.2614 hourly","$2.4378 hourly","$25.1200 hourly","$19.0934 hourly"
"I8G 48xlarge","i8g.48xlarge","1536.0 GiB","192 vCPUs","0","45000 GB                 (12 * 3750 GB NVMe SSD)","Up to 100 Gigabit","$16.4736 hourly","unavailable","unavailable","unavailable","unavailable"
"X8G 48xlarge","x8g.48xlarge","3072.0 GiB","192 vCPUs","0","EBS only","50 Gigabit","$18.7584 hourly","$11.5598 hourly","$1.8758 hourly","unavailable","unavailable"
"X8G Metal-48xl","x8g.metal-48xl","3072.0 GiB","192 vCPUs","0","EBS only","50 Gigabit","$18.7584 hourly","$11.5598 hourly","$1.8758 hourly","unavailable","unavailable"
"X2IEDN 24xlarge","x2iedn.24xlarge","3072.0 GiB","96 vCPUs","0","2850 GB                 (2 * 1425 GB NVMe SSD)","75 Gigabit","$20.0070 hourly","$12.3103 hourly","$2.0007 hourly","$24.4230 hourly","$16.7263 hourly"
"TRN1 32xlarge","trn1.32xlarge","512.0 GiB","128 vCPUs","16","7600 GB                 (4 * 1900 GB NVMe SSD)","8x 100 Gigabit","$21.5000 hourly","$13.2289 hourly","$2.1500 hourly","unavailable","unavailable"
"P3 High Performance GPU 16xlarge","p3.16xlarge","488.0 GiB","64 vCPUs","8","EBS only","25 Gigabit","$24.4800 hourly","unavailable","$2.4480 hourly","$27.4240 hourly","unavailable"
"TRN1N 32xlarge","trn1n.32xlarge","512.0 GiB","128 vCPUs","16","7600 GB                 (4 * 1900 GB NVMe SSD)","16x 100 Gigabit","$24.7800 hourly","$15.2471 hourly","$6.5122 hourly","unavailable","unavailable"
"I7IE 48xlarge","i7ie.48xlarge","1536.0 GiB","192 vCPUs","0","120000 GB                 (16 * 7500 GB NVMe SSD)","100 Gigabit","$24.9504 hourly","unavailable","$10.1226 hourly","$33.7824 hourly","unavailable"
"X2IEDN 32xlarge","x2iedn.32xlarge","4096.0 GiB","128 vCPUs","0","3800 GB                 (2 * 1900 GB NVMe SSD)","100 Gigabit","$26.6760 hourly","$16.4137 hourly","$3.2469 hourly","$32.5640 hourly","$22.3017 hourly"
"X2IEDN Metal","x2iedn.metal","4096.0 GiB","128 vCPUs","0","3800 GB                 (2 * 1900 GB NVMe SSD)","100 Gigabit","$26.6760 hourly","$16.4137 hourly","$2.6676 hourly","$32.5640 hourly","$22.3017 hourly"
"X1E 32xlarge","x1e.32xlarge","3904.0 GiB","128 vCPUs","0","3840 GB                 (2 * 1920 GB SSD)","25 Gigabit","$26.6880 hourly","$16.4460 hourly","$2.6688 hourly","$32.5760 hourly","$22.3340 hourly"
"U-3TB1 56xlarge","u-3tb1.56xlarge","3072.0 GiB","224 vCPUs","0","EBS only","50 Gigabit","$27.3000 hourly","$16.8235 hourly","unavailable","$37.6040 hourly","$27.1275 hourly"
"G6e Graphics and Machine Learning GPU 48xlarge","g6e.48xlarge","1536.0 GiB","192 vCPUs","8","7600 GB                 (4 * 1900 GB NVMe SSD)","400 Gigabit","$30.1312 hourly","$18.9826 hourly","$7.1189 hourly","$38.9632 hourly","$27.8146 hourly"
"P3DN 24xlarge","p3dn.24xlarge","768.0 GiB","96 vCPUs","8","1800 GB                 (2 * 900 GB NVMe SSD)","100 Gigabit","$31.2120 hourly","$19.2150 hourly","$3.1212 hourly","$35.6280 hourly","$23.6310 hourly"
"P4D Highest Performance GPU 24xlarge","p4d.24xlarge","1152.0 GiB","96 vCPUs","8","8000 GB                 (8 * 1000 GB NVMe SSD)","4x 100 Gigabit","$32.7726 hourly","$20.1755 hourly","$9.0167 hourly","unavailable","unavailable"
"P4DE 24xlarge","p4de.24xlarge","1152.0 GiB","96 vCPUs","8","EBS only","400 Gigabit","$40.9657 hourly","$25.2194 hourly","unavailable","unavailable","unavailable"
"U-6TB1 56xlarge","u-6tb1.56xlarge","6144.0 GiB","224 vCPUs","0","EBS only","100 Gigabit","$46.4039 hourly","$28.5962 hourly","unavailable","$56.7079 hourly","$38.9002 hourly"
"U-6TB1 112xlarge","u-6tb1.112xlarge","6144.0 GiB","448 vCPUs","0","EBS only","100 Gigabit","$54.6000 hourly","$33.6470 hourly","unavailable","$75.2080 hourly","$54.2550 hourly"
"U7I-6TB 112xlarge","u7i-6tb.112xlarge","6144.0 GiB","448 vCPUs","0","EBS only","100 Gigabit","$62.7900 hourly","unavailable","unavailable","$83.3980 hourly","unavailable"
"U-9TB1 112xlarge","u-9tb1.112xlarge","9216.0 GiB","448 vCPUs","0","EBS only","100 Gigabit","$81.9000 hourly","$50.4791 hourly","unavailable","$102.5080 hourly","$71.0871 hourly"
"U7I-8TB 112xlarge","u7i-8tb.112xlarge","8192.0 GiB","448 vCPUs","0","EBS only","100 Gigabit","$83.7200 hourly","unavailable","unavailable","$104.3280 hourly","unavailable"
"P5en High Performance Computing GPU 48xlarge","p5en.48xlarge","2048.0 GiB","192 vCPUs","8","30400 GB                 (8 * 3800 GB NVMe SSD)","3200 Gigabit","$84.8000 hourly","unavailable","$8.4800 hourly","unavailable","unavailable"
"P5 48xlarge","p5.48xlarge","2048.0 GiB","192 vCPUs","8","30400 GB                 (8 * 3800 GB NVMe SSD)","3200 Gigabit","$98.3200 hourly","unavailable","$22.7299 hourly","unavailable","unavailable"
"U-12TB1 112xlarge","u-12tb1.112xlarge","12288.0 GiB","448 vCPUs","0","EBS only","100 Gigabit","$109.2000 hourly","$67.3054 hourly","unavailable","$129.8080 hourly","$87.9134 hourly"
"U7I-12TB 224xlarge","u7i-12tb.224xlarge","12288.0 GiB","896 vCPUs","0","EBS only","100 Gigabit","$135.2277 hourly","$83.3476 hourly","unavailable","$176.4437 hourly","$124.5636 hourly"
"U-18TB1 112xlarge","u-18tb1.112xlarge","18432.0 GiB","448 vCPUs","0","EBS only","100 Gigabit","$163.8000 hourly","$100.9409 hourly","unavailable","$184.4080 hourly","$121.5489 hourly"
"U7IN-16TB 224xlarge","u7in-16tb.224xlarge","16384.0 GiB","896 vCPUs","0","EBS only","200 Gigabit","$180.4756 hourly","$111.2172 hourly","unavailable","$221.6916 hourly","$152.4332 hourly"
